Dept,Arriv,ST_Peak,ST_Offpeak,RedST_Peak,RedST_Offpeak
Cheverly Metro Station,Naylor Road Metro Station,4.1,3.4,2.05,2.05
Cheverly Metro Station,Suitland Metro Station,4.3,3.4,2.15,2.15
Cheverly Metro Station,Branch Ave Metro Station,4.75,3.85,2.35,2.35
Cheverly Metro Station,Braddock Road Metro Station,5,3.85,2.5,2.5
Cheverly Metro Station,King Street Metro Station,5.2,3.85,2.6,2.6
Cheverly Metro Station,Eisenhower Avenue Metro Station,5.4,3.85,2.7,2.7
Cheverly Metro Station,Huntington Metro Station,5.55,3.85,2.75,2.75
Cheverly Metro Station,Anacostia Metro Station,3.7,3.05,1.85,1.85
Cheverly Metro Station,Eastern Market Metro Station,2.95,2.5,1.45,1.45
Cheverly Metro Station,Potomac Ave Metro Station,2.8,2.4,1.4,1.4
Cheverly Metro Station,Stadium-armory Metro Station,2.6,2.25,1.3,1.3
Cheverly Metro Station,Rhode Island Ave Metro Station,3.65,3.05,1.8,1.8
Cheverly Metro Station,Minnesota Ave Metro Station,2.25,2,1.1,1.1
Cheverly Metro Station,Van Ness-udc Metro Station,4.4,3.6,2.2,2.2
Cheverly Metro Station,Cleveland Park Metro Station,4.25,3.4,2.1,2.1
Cheverly Metro Station,Columbia Heights Metro Station,3.9,3.2,1.95,1.95
Cheverly Metro Station,Spring Hill Metro Station,6,3.85,3,3
Cheverly Metro Station,Greensboro Metro Station,6,3.85,3,3
Cheverly Metro Station,Tysons Corner Metro Station,6,3.85,3,3
Cheverly Metro Station,Mclean Metro Station,6,3.85,3,3
Cheverly Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Largo Town Center Metro Station,College Park-u Of Md Metro Station,5.65,3.85,2.8,2.8
Largo Town Center Metro Station,Capitol Heights Metro Station,2.5,2.2,1.25,1.25
Largo Town Center Metro Station,Morgan Boulevard Metro Station,2.25,2,1.1,1.1
Largo Town Center Metro Station,Georgia Ave-petworth Metro Station,5.1,3.85,2.55,2.55
Largo Town Center Metro Station,Takoma Metro Station,5.7,3.85,2.85,2.85
Largo Town Center Metro Station,Glenmont Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Wheaton Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Forest Glen Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Silver Spring Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Brookland-cua Metro Station,4.9,3.85,2.45,2.45
Largo Town Center Metro Station,Fort Totten Metro Station,5.2,3.85,2.6,2.6
Largo Town Center Metro Station,Prince George's Plaza Metro Station,5.4,3.85,2.7,2.7
Largo Town Center Metro Station,West Hyattsville Metro Station,5.25,3.85,2.6,2.6
Largo Town Center Metro Station,Benning Road Metro Station,3,2.55,1.5,1.5
Largo Town Center Metro Station,Addison Road-seat Pleasant Metro Station,2.25,2,1.1,1.1
Largo Town Center Metro Station,Deanwood Metro Station,3.8,3.15,1.9,1.9
Largo Town Center Metro Station,New Carrollton Metro Station,4.25,3.4,2.1,2.1
Largo Town Center Metro Station,Landover Metro Station,4,3.3,2,2
Largo Town Center Metro Station,Cheverly Metro Station,3.8,3.15,1.9,1.9
Largo Town Center Metro Station,Largo Town Center Metro Station,0,0,0,0
Largo Town Center Metro Station,Noma Metro,4.65,3.8,2.3,2.3
Largo Town Center Metro Station,Rosslyn Metro Station,5.35,3.85,2.65,2.65
Largo Town Center Metro Station,Arlington Cemetery Metro Station,5.25,3.85,2.6,2.6
Largo Town Center Metro Station,Dupont Circle Metro Station,4.95,3.85,2.45,2.45
Largo Town Center Metro Station,Pentagon Metro Station,5.05,3.85,2.5,2.5
Largo Town Center Metro Station,Crystal City Metro Station,5.2,3.85,2.6,2.6
Largo Town Center Metro Station,Navy Yard Metro Station,4.5,3.7,2.25,2.25
Largo Town Center Metro Station,Mcpherson Square Metro Station,4.75,3.85,2.35,2.35
Largo Town Center Metro Station,Shaw-howard U Metro,4.7,3.85,2.35,2.35
Largo Town Center Metro Station,Southern Ave Metro Station,4.9,3.85,2.45,2.45
Largo Town Center Metro Station,Greenbelt Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Tenleytown-au Metro Station,5.8,3.85,2.9,2.9
Largo Town Center Metro Station,West Falls Church Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Dunn Loring-merrifield Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Vienna Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Friendship Heights Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Shady Grove Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Rockville Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Twinbrook Metro Station,6,3.85,3,3
Largo Town Center Metro Station,White Flint Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Grosvenor-strathmore Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Medical Center Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Bethesda Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Foggy Bottom-gwu Metro Station,5,3.85,2.5,2.5
Largo Town Center Metro Station,Court House Metro Station,5.65,3.85,2.8,2.8
Largo Town Center Metro Station,Clarendon Metro Station,5.75,3.85,2.85,2.85
Largo Town Center Metro Station,East Falls Church Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Virginia Square-gmu Metro Station,5.9,3.85,2.95,2.95
Largo Town Center Metro Station,Ballston-mu Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Farragut West Metro Station,4.85,3.85,2.4,2.4
Largo Town Center Metro Station,Farragut North Metro Station,4.85,3.85,2.4,2.4
Largo Town Center Metro Station,Woodley Park-zoo Metro,5.2,3.85,2.6,2.6
Largo Town Center Metro Station,L'enfant Plaza Metro Station,4.4,3.65,2.2,2.2
Largo Town Center Metro Station,Smithsonian Metro Station,4.55,3.7,2.25,2.25
Largo Town Center Metro Station,Pentagon City Metro Station,5.15,3.85,2.55,2.55
Largo Town Center Metro Station,Federal Triangle Metro Station,4.6,3.75,2.3,2.3
Largo Town Center Metro Station,Archives-navy Memorial Metro Station,4.5,3.7,2.25,2.25
Largo Town Center Metro Station,Waterfront Metro Station,4.5,3.7,2.25,2.25
Largo Town Center Metro Station,National Airport Metro Station,5.25,3.85,2.6,2.6
Largo Town Center Metro Station,Van Dorn Street Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Federal Center Sw Metro Station,4.35,3.4,2.15,2.15
Largo Town Center Metro Station,Judiciary Square Metro Station,4.55,3.75,2.25,2.25
Largo Town Center Metro Station,Capitol South Metro Station,4.15,3.4,2.05,2.05
Largo Town Center Metro Station,Metro Center,4.65,3.8,2.3,2.3
Largo Town Center Metro Station,Gallery Pl-chinatown Metro Station,4.55,3.7,2.25,2.25
Largo Town Center Metro Station,Mount Vernon Square Metro Station,4.6,3.8,2.3,2.3
Largo Town Center Metro Station,U Street Metro Station,4.8,3.85,2.4,2.4
Largo Town Center Metro Station,Union Station Metro Station,4.6,3.75,2.3,2.3
Largo Town Center Metro Station,Congress Heights Metro Station,4.85,3.85,2.4,2.4
Largo Town Center Metro Station,Naylor Road Metro Station,4.95,3.85,2.45,2.45
Largo Town Center Metro Station,Suitland Metro Station,5,3.85,2.5,2.5
Largo Town Center Metro Station,Branch Ave Metro Station,5.3,3.85,2.65,2.65
Largo Town Center Metro Station,Braddock Road Metro Station,5.9,3.85,2.95,2.95
Largo Town Center Metro Station,King Street Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Eisenhower Avenue Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Huntington Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Anacostia Metro Station,4.65,3.8,2.3,2.3
Largo Town Center Metro Station,Eastern Market Metro Station,4,3.3,2,2
Largo Town Center Metro Station,Potomac Ave Metro Station,3.85,3.2,1.9,1.9
Largo Town Center Metro Station,Stadium-armory Metro Station,3.7,3.05,1.85,1.85
Largo Town Center Metro Station,Rhode Island Ave Metro Station,4.75,3.85,2.35,2.35
Largo Town Center Metro Station,Minnesota Ave Metro Station,3.75,3.1,1.85,1.85
Largo Town Center Metro Station,Van Ness-udc Metro Station,5.5,3.85,2.75,2.75
Largo Town Center Metro Station,Cleveland Park Metro Station,5.35,3.85,2.65,2.65
Largo Town Center Metro Station,Columbia Heights Metro Station,5,3.85,2.5,2.5
Largo Town Center Metro Station,Spring Hill Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Greensboro Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Tysons Corner Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Mclean Metro Station,6,3.85,3,3
Largo Town Center Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Noma Metro,College Park-u Of Md Metro Station,3.65,3.05,1.8,1.8
Noma Metro,Capitol Heights Metro Station,3.6,3,1.8,1.8
Noma Metro,Morgan Boulevard Metro Station,4.25,3.4,2.1,2.1
Noma Metro,Georgia Ave-petworth Metro Station,2.45,2.15,1.2,1.2
Noma Metro,Takoma Metro Station,2.9,2.5,1.45,1.45
Noma Metro,Glenmont Metro Station,4.75,3.85,2.35,2.35
Noma Metro,Wheaton Metro Station,4.3,3.4,2.15,2.15
Noma Metro,Forest Glen Metro Station,3.8,3.15,1.9,1.9
Noma Metro,Silver Spring Metro Station,3.35,2.6,1.65,1.65
Noma Metro,Brookland-cua Metro Station,2.25,2,1.1,1.1
Noma Metro,Fort Totten Metro Station,2.3,2.05,1.15,1.15
Noma Metro,Prince George's Plaza Metro Station,3.1,2.6,1.55,1.55
Noma Metro,West Hyattsville Metro Station,2.75,2.4,1.35,1.35
Noma Metro,Benning Road Metro Station,3.15,2.6,1.55,1.55
Noma Metro,Addison Road-seat Pleasant Metro Station,3.85,3.2,1.9,1.9
Noma Metro,Deanwood Metro Station,3.25,2.6,1.6,1.6
Noma Metro,New Carrollton Metro Station,4.45,3.65,2.2,2.2
Noma Metro,Landover Metro Station,4.05,3.35,2,2
Noma Metro,Cheverly Metro Station,3.55,2.95,1.75,1.75
Noma Metro,Largo Town Center Metro Station,4.65,3.8,2.3,2.3
Noma Metro,Noma Metro,0,0,0,0
Noma Metro,Rosslyn Metro Station,2.65,2.3,1.3,1.3
Noma Metro,Arlington Cemetery Metro Station,2.75,2.4,1.35,1.35
Noma Metro,Dupont Circle Metro Station,2.25,2,1.1,1.1
Noma Metro,Pentagon Metro Station,2.7,2.35,1.35,1.35
Noma Metro,Crystal City Metro Station,3,2.55,1.5,1.5
Noma Metro,Navy Yard Metro Station,2.25,2,1.1,1.1
Noma Metro,Mcpherson Square Metro Station,2.25,2,1.1,1.1
Noma Metro,Shaw-howard U Metro,2.25,2,1.1,1.1
Noma Metro,Southern Ave Metro Station,3.3,2.6,1.65,1.65
Noma Metro,Greenbelt Metro Station,4.35,3.4,2.15,2.15
Noma Metro,Tenleytown-au Metro Station,3.2,2.6,1.6,1.6
Noma Metro,West Falls Church Metro Station,4.65,3.8,2.3,2.3
Noma Metro,Dunn Loring-merrifield Metro Station,5.3,3.85,2.65,2.65
Noma Metro,Vienna Metro Station,6,3.85,3,3
Noma Metro,Friendship Heights Metro Station,3.45,2.6,1.7,1.7
Noma Metro,Shady Grove Metro Station,6,3.85,3,3
Noma Metro,Rockville Metro Station,6,3.85,3,3
Noma Metro,Twinbrook Metro Station,5.5,3.85,2.75,2.75
Noma Metro,White Flint Metro Station,5.15,3.85,2.55,2.55
Noma Metro,Grosvenor-strathmore Metro Station,4.8,3.85,2.4,2.4
Noma Metro,Medical Center Metro Station,4.15,3.4,2.05,2.05
Noma Metro,Bethesda Metro Station,3.9,3.25,1.95,1.95
Noma Metro,Foggy Bottom-gwu Metro Station,2.25,2,1.1,1.1
Noma Metro,Court House Metro Station,2.95,2.55,1.45,1.45
Noma Metro,Clarendon Metro Station,3.15,2.6,1.55,1.55
Noma Metro,East Falls Church Metro Station,4.1,3.4,2.05,2.05
Noma Metro,Virginia Square-gmu Metro Station,3.3,2.6,1.65,1.65
Noma Metro,Ballston-mu Metro Station,3.45,2.6,1.7,1.7
Noma Metro,Farragut West Metro Station,2.25,2,1.1,1.1
Noma Metro,Farragut North Metro Station,2.25,2,1.1,1.1
Noma Metro,Woodley Park-zoo Metro,2.5,2.2,1.25,1.25
Noma Metro,L'enfant Plaza Metro Station,2.25,2,1.1,1.1
Noma Metro,Smithsonian Metro Station,2.25,2,1.1,1.1
Noma Metro,Pentagon City Metro Station,2.9,2.45,1.45,1.45
Noma Metro,Federal Triangle Metro Station,2.25,2,1.1,1.1
Noma Metro,Archives-navy Memorial Metro Station,2.25,2,1.1,1.1
Noma Metro,Waterfront Metro Station,2.25,2,1.1,1.1
Noma Metro,National Airport Metro Station,3.1,2.6,1.55,1.55
Noma Metro,Van Dorn Street Metro Station,5,3.85,2.5,2.5
Noma Metro,Franconia-springfield Metro Station,5.95,3.85,2.95,2.95
Noma Metro,Federal Center Sw Metro Station,2.25,2,1.1,1.1
Noma Metro,Judiciary Square Metro Station,2.25,2,1.1,1.1
Noma Metro,Capitol South Metro Station,2.25,2,1.1,1.1
Noma Metro,Metro Center,2.25,2,1.1,1.1
Noma Metro,Gallery Pl-chinatown Metro Station,2.25,2,1.1,1.1
Noma Metro,Mount Vernon Square Metro Station,2.25,2,1.1,1.1
Noma Metro,U Street Metro Station,2.25,2,1.1,1.1
Noma Metro,Union Station Metro Station,2.25,2,1.1,1.1
Noma Metro,Congress Heights Metro Station,3.05,2.6,1.5,1.5
Noma Metro,Naylor Road Metro Station,3.45,2.6,1.7,1.7
Noma Metro,Suitland Metro Station,3.8,3.15,1.9,1.9
Noma Metro,Branch Ave Metro Station,4.3,3.4,2.15,2.15
Noma Metro,Braddock Road Metro Station,3.9,3.25,1.95,1.95
Noma Metro,King Street Metro Station,4.1,3.4,2.05,2.05
Noma Metro,Eisenhower Avenue Metro Station,4.3,3.4,2.15,2.15
Noma Metro,Huntington Metro Station,4.45,3.65,2.2,2.2
Noma Metro,Anacostia Metro Station,2.6,2.25,1.3,1.3
Noma Metro,Eastern Market Metro Station,2.25,2,1.1,1.1
Noma Metro,Potomac Ave Metro Station,2.35,2.1,1.15,1.15
Noma Metro,Stadium-armory Metro Station,2.45,2.15,1.2,1.2
Noma Metro,Rhode Island Ave Metro Station,2.25,2,1.1,1.1
Noma Metro,Minnesota Ave Metro Station,3,2.55,1.5,1.5
Noma Metro,Van Ness-udc Metro Station,2.9,2.5,1.45,1.45
Noma Metro,Cleveland Park Metro Station,2.7,2.35,1.35,1.35
Noma Metro,Columbia Heights Metro Station,2.3,2.05,1.15,1.15
Noma Metro,Spring Hill Metro Station,5.75,3.85,2.85,2.85
Noma Metro,Greensboro Metro Station,5.6,3.85,2.8,2.8
Noma Metro,Tysons Corner Metro Station,5.4,3.85,2.7,2.7
Noma Metro,Mclean Metro Station,5.2,3.85,2.6,2.6
Noma Metro,Wiehle-reston East Metro Station,6,3.85,3,3
Rosslyn Metro Station,College Park-u Of Md Metro Station,4.75,3.85,2.35,2.35
Rosslyn Metro Station,Capitol Heights Metro Station,4.25,3.4,2.1,2.1
Rosslyn Metro Station,Morgan Boulevard Metro Station,4.95,3.85,2.45,2.45
Rosslyn Metro Station,Georgia Ave-petworth Metro Station,2.9,2.5,1.45,1.45
Rosslyn Metro Station,Takoma Metro Station,3.8,3.15,1.9,1.9
Rosslyn Metro Station,Glenmont Metro Station,5.5,3.85,2.75,2.75
Rosslyn Metro Station,Wheaton Metro Station,5,3.85,2.5,2.5
Rosslyn Metro Station,Forest Glen Metro Station,4.55,3.75,2.25,2.25
Rosslyn Metro Station,Silver Spring Metro Station,4.15,3.4,2.05,2.05
Rosslyn Metro Station,Brookland-cua Metro Station,3.15,2.6,1.55,1.55
Rosslyn Metro Station,Fort Totten Metro Station,3.4,2.6,1.7,1.7
Rosslyn Metro Station,Prince George's Plaza Metro Station,4.2,3.4,2.1,2.1
Rosslyn Metro Station,West Hyattsville Metro Station,3.9,3.25,1.95,1.95
Rosslyn Metro Station,Benning Road Metro Station,3.85,3.2,1.9,1.9
Rosslyn Metro Station,Addison Road-seat Pleasant Metro Station,4.55,3.7,2.25,2.25
Rosslyn Metro Station,Deanwood Metro Station,3.95,3.25,1.95,1.95
Rosslyn Metro Station,New Carrollton Metro Station,5.15,3.85,2.55,2.55
Rosslyn Metro Station,Landover Metro Station,4.75,3.85,2.35,2.35
Rosslyn Metro Station,Cheverly Metro Station,4.25,3.4,2.1,2.1
Rosslyn Metro Station,Largo Town Center Metro Station,5.35,3.85,2.65,2.65
Rosslyn Metro Station,Noma Metro,2.65,2.3,1.3,1.3
Rosslyn Metro Station,Rosslyn Metro Station,0,0,0,0
Rosslyn Metro Station,Arlington Cemetery Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Dupont Circle Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Pentagon Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Crystal City Metro Station,2.3,2.05,1.15,1.15
Rosslyn Metro Station,Navy Yard Metro Station,2.75,2.35,1.35,1.35
Rosslyn Metro Station,Mcpherson Square Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Shaw-howard U Metro,2.4,2.1,1.2,1.2
Rosslyn Metro Station,Southern Ave Metro Station,3.7,3.1,1.85,1.85
Rosslyn Metro Station,Greenbelt Metro Station,5.4,3.85,2.7,2.7
Rosslyn Metro Station,Tenleytown-au Metro Station,3.1,2.6,1.55,1.55
Rosslyn Metro Station,West Falls Church Metro Station,3.45,2.6,1.7,1.7
Rosslyn Metro Station,Dunn Loring-merrifield Metro Station,4.1,3.4,2.05,2.05
Rosslyn Metro Station,Vienna Metro Station,4.8,3.85,2.4,2.4
Rosslyn Metro Station,Friendship Heights Metro Station,3.35,2.6,1.65,1.65
Rosslyn Metro Station,Shady Grove Metro Station,6,3.85,3,3
Rosslyn Metro Station,Rockville Metro Station,6,3.85,3,3
Rosslyn Metro Station,Twinbrook Metro Station,5.5,3.85,2.75,2.75
Rosslyn Metro Station,White Flint Metro Station,5.2,3.85,2.6,2.6
Rosslyn Metro Station,Grosvenor-strathmore Metro Station,4.8,3.85,2.4,2.4
Rosslyn Metro Station,Medical Center Metro Station,4.15,3.4,2.05,2.05
Rosslyn Metro Station,Bethesda Metro Station,3.85,3.2,1.9,1.9
Rosslyn Metro Station,Foggy Bottom-gwu Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Court House Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Clarendon Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,East Falls Church Metro Station,2.85,2.45,1.4,1.4
Rosslyn Metro Station,Virginia Square-gmu Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Ballston-mu Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Farragut West Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Farragut North Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Woodley Park-zoo Metro,2.5,2.2,1.25,1.25
Rosslyn Metro Station,L'enfant Plaza Metro Station,2.35,2.05,1.15,1.15
Rosslyn Metro Station,Smithsonian Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Pentagon City Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Federal Triangle Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Archives-navy Memorial Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Waterfront Metro Station,2.55,2.2,1.25,1.25
Rosslyn Metro Station,National Airport Metro Station,2.5,2.15,1.25,1.25
Rosslyn Metro Station,Van Dorn Street Metro Station,4.25,3.4,2.1,2.1
Rosslyn Metro Station,Franconia-springfield Metro Station,5.2,3.85,2.6,2.6
Rosslyn Metro Station,Federal Center Sw Metro Station,2.45,2.15,1.2,1.2
Rosslyn Metro Station,Judiciary Square Metro Station,2.3,2.05,1.15,1.15
Rosslyn Metro Station,Capitol South Metro Station,2.65,2.3,1.3,1.3
Rosslyn Metro Station,Metro Center,2.25,2,1.1,1.1
Rosslyn Metro Station,Gallery Pl-chinatown Metro Station,2.25,2,1.1,1.1
Rosslyn Metro Station,Mount Vernon Square Metro Station,2.3,2,1.15,1.1
Rosslyn Metro Station,U Street Metro Station,2.45,2.15,1.2,1.2
Rosslyn Metro Station,Union Station Metro Station,2.5,2.15,1.25,1.25
Rosslyn Metro Station,Congress Heights Metro Station,3.45,2.6,1.7,1.7
Rosslyn Metro Station,Naylor Road Metro Station,3.95,3.25,1.95,1.95
Rosslyn Metro Station,Suitland Metro Station,4.35,3.4,2.15,2.15
Rosslyn Metro Station,Branch Ave Metro Station,4.8,3.85,2.4,2.4
Rosslyn Metro Station,Braddock Road Metro Station,3.35,2.6,1.65,1.65
Rosslyn Metro Station,King Street Metro Station,3.5,2.95,1.75,1.75
Rosslyn Metro Station,Eisenhower Avenue Metro Station,3.7,3.05,1.85,1.85
Rosslyn Metro Station,Huntington Metro Station,3.8,3.2,1.9,1.9
Rosslyn Metro Station,Anacostia Metro Station,3.1,2.6,1.55,1.55
Rosslyn Metro Station,Eastern Market Metro Station,2.8,2.4,1.4,1.4
Rosslyn Metro Station,Potomac Ave Metro Station,3,2.55,1.5,1.5
Rosslyn Metro Station,Stadium-armory Metro Station,3.2,2.6,1.6,1.6
Rosslyn Metro Station,Rhode Island Ave Metro Station,2.9,2.5,1.45,1.45
Rosslyn Metro Station,Minnesota Ave Metro Station,3.7,3.1,1.85,1.85
Rosslyn Metro Station,Van Ness-udc Metro Station,2.85,2.45,1.4,1.4
